call_id,actor_id,gender,emotion,emotion_confidence,sentiment,sentiment_score,duration_sec,csat_score,risk_flag,transcript
1001_TAI_ANG_XX.wav,1001,Male,angry,0.679,NEGATIVE,-0.752,2.34,12.4,1,The airplane is almost full.
1001_TAI_DIS_XX.wav,1001,Male,disgust,0.819,NEGATIVE,-0.798,2.74,10.1,0,The airplane is almost full.
1001_TAI_FEA_XX.wav,1001,Male,fearful,0.982,NEGATIVE,-0.856,2.4,7.2,0,The airplane is almost full
1001_TAI_HAP_XX.wav,1001,Male,fearful,0.594,NEGATIVE,-0.742,2.5,12.9,0,The airplane is almost full.
1001_TAI_NEU_XX.wav,1001,Male,neutral,0.998,NEUTRAL,-0.007,2.57,49.65,0,The airplane is almost full.
1001_TAI_SAD_XX.wav,1001,Male,sad,0.7,NEGATIVE,-0.871,2.8,6.45,0,The hairplate is almost full.
1001_TIE_ANG_XX.wav,1001,Male,disgust,0.784,NEGATIVE,-0.714,3.1,14.3,0,That is exactly what happened.
1001_TIE_DIS_XX.wav,1001,Male,disgust,0.887,NEGATIVE,-0.759,2.2,12.05,0,That exact exactly what happened.
1001_TIE_FEA_XX.wav,1001,Male,fearful,0.893,NEGATIVE,-0.728,2.24,13.6,0,That is exactly what happened.
1001_TIE_HAP_XX.wav,1001,Male,happy,0.997,POSITIVE,0.835,2.3,91.75,0,That is exactly what happened.
1001_TIE_NEU_XX.wav,1001,Male,neutral,0.584,NEUTRAL,-0.017,2.54,49.15,0,That is exactly what happened.
1001_TIE_SAD_XX.wav,1001,Male,sad,0.785,NEGATIVE,-0.798,3.04,10.1,0,That is exactly what happened.
1001_TSI_ANG_XX.wav,1001,Male,angry,0.989,NEGATIVE,-0.797,2.5,10.15,1,The surface is slick.
1001_TSI_DIS_XX.wav,1001,Male,fearful,0.494,NEGATIVE,-0.823,2.17,8.85,0,The surface is slick.
1001_TSI_FEA_XX.wav,1001,Male,happy,0.523,POSITIVE,0.865,1.9,93.25,0,The surface is slick!
1001_TSI_HAP_XX.wav,1001,Male,happy,0.936,POSITIVE,0.853,2.17,92.65,0,The surface is slick.
1001_TSI_NEU_XX.wav,1001,Male,neutral,0.993,NEUTRAL,-0.03,2.44,48.5,0,The surface is slick.
1001_TSI_SAD_XX.wav,1001,Male,sad,0.349,NEGATIVE,-0.701,2.5,14.95,0,The surface is slick.
1001_WSI_ANG_XX.wav,1001,Male,disgust,0.853,NEGATIVE,-0.75,2.74,12.5,0,We'll stop in a couple of minutes.
1001_WSI_DIS_XX.wav,1001,Male,disgust,0.903,NEGATIVE,-0.738,2.67,13.1,0,We'll stop at a couple of minutes.
1001_WSI_FEA_XX.wav,1001,Male,fearful,0.973,NEGATIVE,-0.864,2.34,6.8,0,We'll stop at a couple of minutes!
1001_WSI_HAP_XX.wav,1001,Male,happy,0.993,POSITIVE,0.765,2.28,88.25,0,We'll stop at a couple of minutes.
1001_WSI_NEU_XX.wav,1001,Male,disgust,0.74,NEGATIVE,-0.829,2.74,8.55,0,We'll stop in a couple of minutes.
1001_WSI_SAD_XX.wav,1001,Male,sad,0.761,NEGATIVE,-0.856,2.34,7.2,0,We'll start for a couple of minutes.
1002_DFA_ANG_XX.wav,1002,Female,angry,0.864,NEGATIVE,-0.871,2.57,6.45,1,Don't forget a jacket!
1002_DFA_DIS_XX.wav,1002,Female,disgust,0.995,NEGATIVE,-0.768,2.54,11.6,0,Don't forget to check it!
1002_DFA_FEA_XX.wav,1002,Female,fearful,0.968,NEGATIVE,-0.713,2.74,14.35,0,Don't forget a jacket.
1002_DFA_HAP_XX.wav,1002,Female,happy,0.91,POSITIVE,0.826,2.2,91.3,0,Don't forget a jacket!
1002_DFA_NEU_XX.wav,1002,Female,sad,0.677,NEGATIVE,-0.761,2.5,11.95,0,Don't forget a jacket.
1002_DFA_SAD_XX.wav,1002,Female,sad,0.698,NEGATIVE,-0.826,2.37,8.7,0,Don't forget to check it.
1002_IEO_ANG_HI.wav,1002,Female,disgust,0.606,NEGATIVE,-0.791,2.74,10.45,0,It's 11 o'clock.
1002_IEO_ANG_LO.wav,1002,Female,angry,0.814,NEGATIVE,-0.738,2.4,13.1,1,It's 11 o'clock!
1002_IEO_ANG_MD.wav,1002,Female,disgust,0.962,NEGATIVE,-0.743,2.77,12.85,0,It's 11 o'clock.
1002_IEO_DIS_HI.wav,1002,Female,sad,0.426,NEGATIVE,-0.757,3,12.15,0,It's 11 o'clock.
1002_IEO_DIS_LO.wav,1002,Female,disgust,0.999,NEGATIVE,-0.736,2.87,13.2,0,It's 11 o'clock.
1002_IEO_DIS_MD.wav,1002,Female,disgust,0.99,NEGATIVE,-0.792,2.6,10.4,0,It's 11 o'clock!
1002_IEO_FEA_HI.wav,1002,Female,fearful,0.99,NEGATIVE,-0.722,3.2,13.9,0,It's eleven o'clock.
1002_IEO_FEA_LO.wav,1002,Female,fearful,0.971,NEGATIVE,-0.755,2.6,12.25,0,to live in a clock.
1002_IEO_FEA_MD.wav,1002,Female,fearful,0.676,NEGATIVE,-0.719,1.94,14.05,0,It's 11 o'clock.
1002_IEO_HAP_HI.wav,1002,Female,fearful,0.971,NEGATIVE,-0.725,2.5,13.75,0,It's 11 o'clock.
1002_IEO_HAP_LO.wav,1002,Female,fearful,0.74,NEGATIVE,-0.752,2.84,12.4,0,It's eleven o'clock.
1002_IEO_HAP_MD.wav,1002,Female,happy,0.498,POSITIVE,0.83,2.27,91.5,0,It's 11 o'clock.
1002_IEO_NEU_XX.wav,1002,Female,fearful,0.745,NEGATIVE,-0.796,2.57,10.2,0,It's eleven o'clock.
1002_IEO_SAD_HI.wav,1002,Female,sad,0.918,NEGATIVE,-0.779,2.74,11.05,0,It's 11 o'clock.
1002_IEO_SAD_LO.wav,1002,Female,sad,0.95,NEGATIVE,-0.793,2.27,10.35,0,It's eleven o'clock.
1002_IEO_SAD_MD.wav,1002,Female,sad,0.941,NEGATIVE,-0.792,2.37,10.4,0,It's 11 o'clock
1002_IOM_ANG_XX.wav,1002,Female,angry,0.709,NEGATIVE,-0.789,2.84,10.55,1,I'm on my way to the meeting!
1002_IOM_DIS_XX.wav,1002,Female,fearful,0.525,NEGATIVE,-0.784,2.77,10.8,0,I'm on my way to the meeting.
1002_IOM_FEA_XX.wav,1002,Female,fearful,0.964,NEGATIVE,-0.873,2.6,6.35,0,I'm on my way to the meeting.
1002_IOM_HAP_XX.wav,1002,Female,happy,0.97,POSITIVE,0.708,2.34,85.4,0,I'm on my way to the meeting.
1002_IOM_NEU_XX.wav,1002,Female,sad,0.5,NEGATIVE,-0.792,2.34,10.4,0,I'm on my way to the meeting.
1002_IOM_SAD_XX.wav,1002,Female,sad,0.841,NEGATIVE,-0.726,2.67,13.7,0,Among my way to the meeting.
1002_ITH_ANG_XX.wav,1002,Female,happy,0.67,POSITIVE,0.741,2.94,87.05,0,I think I have a doctor's appointment.
1002_ITH_DIS_XX.wav,1002,Female,disgust,0.999,NEGATIVE,-0.728,3.8,13.6,0,I think I have a darkens appointment.
1002_ITH_FEA_XX.wav,1002,Female,fearful,0.622,NEGATIVE,-0.884,3.5,5.8,0,I think I have a doctor's appointment.
1002_ITH_HAP_XX.wav,1002,Female,happy,0.807,POSITIVE,0.744,2.77,87.2,0,I think I have a doctor's appointment.
1002_ITH_NEU_XX.wav,1002,Female,sad,0.758,NEGATIVE,-0.824,2.5,8.8,0,I think I have a doctor's appointment.
1002_ITH_SAD_XX.wav,1002,Female,sad,0.555,NEGATIVE,-0.817,2.74,9.15,0,I think I have a doctor's appointment.
1002_ITS_ANG_XX.wav,1002,Female,disgust,0.865,NEGATIVE,-0.803,2.7,9.85,0,I think I've seen this before.
1002_ITS_DIS_XX.wav,1002,Female,disgust,1,NEGATIVE,-0.882,2.84,5.9,0,I think I've seen this before.
1002_ITS_FEA_XX.wav,1002,Female,fearful,0.825,NEGATIVE,-0.805,2.47,9.75,0,I think I've seen this before.
1002_ITS_HAP_XX.wav,1002,Female,happy,0.827,POSITIVE,0.834,2.44,91.7,0,I think I've seen this before.
1002_ITS_NEU_XX.wav,1002,Female,neutral,0.773,NEUTRAL,-0.011,2.34,49.45,0,I think I've seen this before.
1002_ITS_SAD_XX.wav,1002,Female,sad,0.65,NEGATIVE,-0.746,2.64,12.7,0,I've seen this before.
1002_IWL_ANG_XX.wav,1002,Female,disgust,0.814,NEGATIVE,-0.845,2.6,7.75,0,I would like a new alarm clock.
1002_IWL_DIS_XX.wav,1002,Female,disgust,0.656,NEGATIVE,-0.707,3.1,14.65,0,I would like a new alarm clock.
1002_IWL_FEA_XX.wav,1002,Female,fearful,0.729,NEGATIVE,-0.822,3.24,8.9,0,I would like a new alarm clock.
1002_IWL_HAP_XX.wav,1002,Female,disgust,0.992,NEGATIVE,-0.781,2.87,10.95,0,I would like a new alarm clock.
1002_IWL_NEU_XX.wav,1002,Female,sad,0.619,NEGATIVE,-0.762,2.64,11.9,0,I would like a new alarm clock.
1002_IWL_SAD_XX.wav,1002,Female,sad,0.883,NEGATIVE,-0.815,2.7,9.25,0,I would like a new alarm clock.
1002_IWW_ANG_XX.wav,1002,Female,happy,0.4,POSITIVE,0.899,2.4,94.95,0,I wonder what this is about?
1002_IWW_DIS_XX.wav,1002,Female,disgust,0.941,NEGATIVE,-0.718,3.1,14.1,0,I wonder what this is about.
1002_IWW_FEA_XX.wav,1002,Female,fearful,0.986,NEGATIVE,-0.803,2.6,9.85,0,I wonder what this is about.
1002_IWW_HAP_XX.wav,1002,Female,happy,0.933,POSITIVE,0.773,2.47,88.65,0,I wonder what this is about.
1002_IWW_NEU_XX.wav,1002,Female,fearful,0.625,NEGATIVE,-0.722,2.5,13.9,0,I wonder what this is about.
1002_IWW_SAD_XX.wav,1002,Female,sad,0.548,NEGATIVE,-0.742,2.37,12.9,0,I wonder what this is about.
1002_MTI_ANG_XX.wav,1002,Female,disgust,0.855,NEGATIVE,-0.76,2.74,12,0,Maybe tomorrow it will be cold.
1002_MTI_DIS_XX.wav,1002,Female,disgust,0.998,NEGATIVE,-0.798,3.64,10.1,0,Maybe tomorrow it will be cold.
1002_MTI_FEA_XX.wav,1002,Female,fearful,0.967,NEGATIVE,-0.747,2.94,12.65,0,Maybe tomorrow it will be cold.
1002_MTI_HAP_XX.wav,1002,Female,fearful,0.849,NEGATIVE,-0.858,2.67,7.1,0,Maybe tomorrow will be cold.
1002_MTI_NEU_XX.wav,1002,Female,sad,0.479,NEGATIVE,-0.854,2.87,7.3,0,Maybe tomorrow it will be cold.
1002_MTI_SAD_XX.wav,1002,Female,sad,0.427,NEGATIVE,-0.775,2.7,11.25,0,Maybe tomorrow will be cold.
1002_TAI_ANG_XX.wav,1002,Female,happy,0.501,POSITIVE,0.887,2.5,94.35,0,The airplane is almost full!
1002_TAI_DIS_XX.wav,1002,Female,happy,0.505,POSITIVE,0.807,3.2,90.35,0,The airplane is almost full.
1002_TAI_FEA_XX.wav,1002,Female,fearful,0.994,NEGATIVE,-0.769,2.77,11.55,0,The airplane is almost full.
1002_TAI_HAP_XX.wav,1002,Female,happy,0.999,POSITIVE,0.807,2.54,90.35,0,The airplane is almost full!
1002_TAI_NEU_XX.wav,1002,Female,fearful,0.443,NEGATIVE,-0.873,2.64,6.35,0,The airplane is almost full.
1002_TAI_SAD_XX.wav,1002,Female,fearful,0.939,NEGATIVE,-0.874,2.77,6.3,0,The airplane is almost full.
1002_TIE_ANG_XX.wav,1002,Female,happy,0.922,POSITIVE,0.822,2.54,91.1,0,That is exactly what happened!
1002_TIE_DIS_XX.wav,1002,Female,disgust,0.977,NEGATIVE,-0.759,3.6,12.05,0,That is exactly what happens.
1002_TIE_FEA_XX.wav,1002,Female,fearful,0.843,NEGATIVE,-0.805,3.14,9.75,0,That is exactly what happened.
1002_TIE_HAP_XX.wav,1002,Female,happy,0.952,POSITIVE,0.893,2.4,94.65,0,That is exactly what happened.
1002_TIE_SAD_XX.wav,1002,Female,fearful,0.785,NEGATIVE,-0.813,3.14,9.35,0,That is exactly what happened.
1002_TSI_ANG_XX.wav,1002,Female,angry,0.672,NEGATIVE,-0.799,2.44,10.05,1,The surface is slick.
1002_TSI_DIS_XX.wav,1002,Female,disgust,0.487,NEGATIVE,-0.856,2.77,7.2,0,Surface is slick.
1002_TSI_FEA_XX.wav,1002,Female,disgust,0.484,NEGATIVE,-0.817,2.34,9.15,0,The surface is slick.
1002_TSI_HAP_XX.wav,1002,Female,happy,0.987,POSITIVE,0.785,2.04,89.25,0,The surface is slick!
1002_TSI_NEU_XX.wav,1002,Female,sad,0.823,NEGATIVE,-0.793,2.37,10.35,0,The surface is slick.
1002_TSI_SAD_XX.wav,1002,Female,sad,0.812,NEGATIVE,-0.812,2.4,9.4,0,The surface is slick.
1002_WSI_ANG_XX.wav,1002,Female,angry,0.997,NEGATIVE,-0.77,2.6,11.5,1,We'll stop in a couple of minutes!
1002_WSI_DIS_XX.wav,1002,Female,disgust,1,NEGATIVE,-0.867,3.44,6.65,0,We'll stop in a couple of minutes.
1002_WSI_FEA_XX.wav,1002,Female,sad,0.878,NEGATIVE,-0.883,2.5,5.85,0,We'll stop in a couple of minutes.
1002_WSI_HAP_XX.wav,1002,Female,disgust,0.805,NEGATIVE,-0.728,2.77,13.6,0,We'll stop in a couple of minutes.
1002_WSI_NEU_XX.wav,1002,Female,neutral,0.442,NEUTRAL,0.099,2.44,54.95,0,We'll stop in a couple of minutes.
1002_WSI_SAD_XX.wav,1002,Female,sad,0.481,NEGATIVE,-0.874,2.74,6.3,0,Stop in a couple of minutes.
1003_DFA_ANG_XX.wav,1003,Male,angry,0.978,NEGATIVE,-0.715,3.14,14.25,1,Don't forget a jacket!
1003_DFA_DIS_XX.wav,1003,Male,disgust,0.991,NEGATIVE,-0.798,3.24,10.1,0,Don't forget a jacket.
1003_DFA_FEA_XX.wav,1003,Male,fearful,0.951,NEGATIVE,-0.708,3.07,14.6,0,Don't forget a jacket.
1003_DFA_HAP_XX.wav,1003,Male,disgust,0.496,NEGATIVE,-0.844,3.27,7.8,0,Don't forget the jacket!
1003_DFA_NEU_XX.wav,1003,Male,disgust,0.951,NEGATIVE,-0.854,3.24,7.3,0,Don't forget a jacket.
1003_DFA_SAD_XX.wav,1003,Male,sad,0.743,NEGATIVE,-0.827,3.2,8.65,0,Don't forget a jacket.
1003_IEO_ANG_HI.wav,1003,Male,angry,0.974,NEGATIVE,-0.782,2.57,10.9,1,It's eleven o'clock!
1003_IEO_ANG_LO.wav,1003,Male,angry,0.787,NEGATIVE,-0.844,2.28,7.8,1,It's 11 o'clock!
1003_IEO_ANG_MD.wav,1003,Male,angry,0.967,NEGATIVE,-0.839,2.57,8.05,1,It's 11 o'clock!
1003_IEO_DIS_HI.wav,1003,Male,disgust,0.998,NEGATIVE,-0.727,3.17,13.65,0,It's 11 o'clock.
1003_IEO_DIS_LO.wav,1003,Male,disgust,0.981,NEGATIVE,-0.744,2,12.8,0,It's a lot of mccluck.
1003_IEO_DIS_MD.wav,1003,Male,disgust,0.996,NEGATIVE,-0.711,2.07,14.45,0,It's eleven o'clock.
1003_IEO_FEA_HI.wav,1003,Male,fearful,0.936,NEGATIVE,-0.785,2.77,10.75,0,It's eleven o'clock.
1003_IEO_FEA_LO.wav,1003,Male,fearful,0.778,NEGATIVE,-0.754,2.57,12.3,0,It's eleven o'clock.
1003_IEO_FEA_MD.wav,1003,Male,disgust,0.5,NEGATIVE,-0.792,2.5,10.4,0,It's eleven o'clock.
1003_IEO_HAP_HI.wav,1003,Male,happy,0.993,POSITIVE,0.847,2.2,92.35,0,It's 11 o'clock.
1003_IEO_HAP_LO.wav,1003,Male,disgust,0.937,NEGATIVE,-0.715,2.37,14.25,0,It's 11 o'clock.
1003_IEO_HAP_MD.wav,1003,Male,fearful,0.923,NEGATIVE,-0.74,2.3,13,0,It's 11 o'clock.
1003_IEO_NEU_XX.wav,1003,Male,neutral,0.93,NEUTRAL,0.028,2.27,51.4,0,It's 11 o'clock.
1003_IEO_SAD_HI.wav,1003,Male,sad,0.944,NEGATIVE,-0.843,2.47,7.85,0,It's 11 o'clock.
1003_IEO_SAD_LO.wav,1003,Male,sad,0.854,NEGATIVE,-0.896,2.5,5.2,0,It's 11 o'clock.
1003_IEO_SAD_MD.wav,1003,Male,sad,0.872,NEGATIVE,-0.729,2.67,13.55,0,It's 11 o'clock.
1003_IOM_ANG_XX.wav,1003,Male,fearful,0.91,NEGATIVE,-0.76,2.74,12,0,I'm on my way to the meeting!
1003_IOM_DIS_XX.wav,1003,Male,disgust,0.966,NEGATIVE,-0.856,3.3,7.2,0,I'm on my way to the meeting.
1003_IOM_FEA_XX.wav,1003,Male,sad,0.582,NEGATIVE,-0.834,2.67,8.3,0,I'm on my way to the meeting.
1003_IOM_HAP_XX.wav,1003,Male,happy,0.491,POSITIVE,0.84,2.9,92,0,I'm on my way to the meeting.
1003_IOM_NEU_XX.wav,1003,Male,disgust,0.627,NEGATIVE,-0.771,3.2,11.45,0,I'm on my way to the meeting.
1003_IOM_SAD_XX.wav,1003,Male,sad,0.69,NEGATIVE,-0.719,2.84,14.05,0,I'm on my way to the meeting.
1003_ITH_ANG_XX.wav,1003,Male,disgust,0.607,NEGATIVE,-0.837,3.67,8.15,0,I think I have a doctor's appointment.
1003_ITH_DIS_XX.wav,1003,Male,disgust,0.845,NEGATIVE,-0.753,4.04,12.35,0,I think I have a doctor's appointment.
1003_ITH_FEA_XX.wav,1003,Male,fearful,0.577,NEGATIVE,-0.897,3.54,5.15,0,I think I have a doctor's appointment.
1003_ITH_HAP_XX.wav,1003,Male,disgust,0.983,NEGATIVE,-0.701,3.14,14.95,0,I think I have a doctor's appointment.
1003_ITH_NEU_XX.wav,1003,Male,disgust,0.984,NEGATIVE,-0.805,4.04,9.75,0,I think I have a doctor's appointment.
1003_ITH_SAD_XX.wav,1003,Male,fearful,0.445,NEGATIVE,-0.751,3.64,12.45,0,I think I have a doctor's appointment.
1003_ITS_ANG_XX.wav,1003,Male,disgust,0.636,NEGATIVE,-0.787,3.74,10.65,0,I think I've seen this before.
1003_ITS_DIS_XX.wav,1003,Male,disgust,0.677,NEGATIVE,-0.731,3.7,13.45,0,I think I've seen this before.
1003_ITS_FEA_XX.wav,1003,Male,fearful,0.942,NEGATIVE,-0.786,3.14,10.7,0,I think I've seen this before.
1003_ITS_HAP_XX.wav,1003,Male,disgust,0.981,NEGATIVE,-0.723,3.74,13.85,0,I think I've seen this before.
1003_ITS_NEU_XX.wav,1003,Male,disgust,0.984,NEGATIVE,-0.729,3.74,13.55,0,I think I've seen this before.
1003_ITS_SAD_XX.wav,1003,Male,sad,0.385,NEGATIVE,-0.833,3.5,8.35,0,I think I've seen this before.
1003_IWL_ANG_XX.wav,1003,Male,disgust,0.526,NEGATIVE,-0.817,3.54,9.15,0,I would like a new alarm clock.
1003_IWL_DIS_XX.wav,1003,Male,disgust,1,NEGATIVE,-0.843,4.4,7.85,0,I would like a new alarm clock.
1003_IWL_FEA_XX.wav,1003,Male,fearful,0.874,NEGATIVE,-0.729,3.67,13.55,0,I would like a new alarm clock.
1003_IWL_HAP_XX.wav,1003,Male,disgust,0.997,NEGATIVE,-0.888,3.9,5.6,0,I would like a new alarm clock.
1003_IWL_NEU_XX.wav,1003,Male,disgust,0.971,NEGATIVE,-0.792,3.94,10.4,0,I would like a new alarm clock.
1003_IWL_SAD_XX.wav,1003,Male,sad,0.82,NEGATIVE,-0.885,3.74,5.75,0,I would like a new alarm clock.
1003_IWW_ANG_XX.wav,1003,Male,angry,0.987,NEGATIVE,-0.861,3.4,6.95,1,I wonder what this is about!
1003_IWW_DIS_XX.wav,1003,Male,disgust,0.951,NEGATIVE,-0.72,3.1,14,0,I wonder what this is about.
1003_IWW_FEA_XX.wav,1003,Male,fearful,0.999,NEGATIVE,-0.882,2.24,5.9,0,I wonder what this is about.
1003_IWW_HAP_XX.wav,1003,Male,disgust,0.988,NEGATIVE,-0.84,3.5,8,0,I wonder what this is about.
1003_IWW_NEU_XX.wav,1003,Male,neutral,0.442,NEUTRAL,0.072,2.9,53.6,0,I wonder what this is about.
1003_IWW_SAD_XX.wav,1003,Male,sad,0.802,NEGATIVE,-0.845,2.7,7.75,0,I wonder what this is about.
